pasteur_genus;pasteur_species;pasteur_strain;pasteur_speciesStrain;pasteur_typeStrain;pasteur_cultureNo;pasteur_growthTemp;pasteur_ref;pasteur_genes;pasteur_source;pasteur_oxygen;pasteur_medium
Modestobacter;Modestobacter multiseptatus;;Modestobacter multiseptatus;yes;DSM 44406;22;Int. J. Syst. Evol. Microbiol., 2000, 50, 337-346|Int. J. Syst. Evol. Microbiol., 2000, 50, 426|Int. J. Syst. Evol. Microbiol., 2007, 57, 2014-2020|Int. J. Syst. Evol. Microbiol., 2007, 57, 2727-2728|Int. J. Syst. Evol. Microbiol., 2011, 61, 1710-1714.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=331
Modestobacter;Modestobacter versicolor;;Modestobacter versicolor;yes;DSM 16678|ATCC BAA-1040;30;Int. J. Syst. Evol. Microbiol., 2007, 57, 2014-2020|Int. J. Syst. Evol. Microbiol., 2007, 57, 2727-2728|Int. J. Syst. Evol. Microbiol., 2011, 61, 1710-1714.;;Soil, crust;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Modicisalibacter;Modicisalibacter tunisiensis;;Modicisalibacter tunisiensis;;;37;Int. J. Syst. Evol. Microbiol., 2007, 57, 1975-1983|Int. J. Syst. Evol. Microbiol., 2007, 57, 2727-2728|Int. J. Syst. Evol. Microbiol., 2007, 57, 2307-2313.;;Oil water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Modicisalibacter;Modicisalibacter tunisiensis;CCUG 52917;Modicisalibacter tunisiensis CCUG 52917;yes;CCUG 52917;25;Int. J. Syst. Evol.Microbiol., 2007, 57, 1975-1983|Int. J. Syst. Evol.Microbiol., 2007, 57, 2727-2728|Int. J. Syst. Evol.Microbiol., 2007, 57, 2307-2313|Int. J. Syst. Evol.Microbiol., 2008, 58, 3-4.;;Oil water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Moellerella;Moellerella wisconsensis;;Moellerella wisconsensis;;ATCC 35620|JCM 5896;30;J. Clin. Microbiol., 1984, 19, 460.;;Woman, stool;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moellerella;Moellerella wisconsensis;DSM 5076;Moellerella wisconsensis DSM 5076;yes;ATCC 35017|JCM 5895|LMG 10145|NCTC 12132|DSM 5076;30;J. Clin. Microbiol., 1984, 19, 460.;;Human, stool;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Mogibacterium;Mogibacterium diversum;;Mogibacterium diversum;yes;JCM 11205|ATCC 700923;37;Int. J. Syst. Evol. Microbiol., 2002, 52, 115-122|Int. J. Syst. Evol. Microbiol., 2002, 52, 293-295.;;Human, tongue plaque;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Mogibacterium;Mogibacterium neglectum;;Mogibacterium neglectum;yes;JCM 11204|ATCC 700924;37;Int. J. Syst. Evol. Microbiol., 2002, 52, 115-122|Int. J. Syst. Evol. Microbiol., 2002, 52, 293-295.;;Necrotic dental pulp;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Mogibacterium;Mogibacterium vescum;;Mogibacterium vescum;yes;JCM 11203|ATCC 700697;37;Int. J. Syst. Evol. Microbiol., 2000, 50, 679-688|Int. J. Syst. Evol. Microbiol., 2000, 50, 951-953|Int. J. Syst. Evol. Microbiol., 2002, 52, 115-122.;;Human, periodontal pockets;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=433
Moheibacter;Moheibacter stercoris;;Moheibacter stercoris;yes;LMG 28502;37;Int. J. of Syst. Evol. Microbiol., 2016, 66, 2585–2591.;;biogas plant input sample;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moorella;Moorella thermoacetica;;Moorella thermoacetica;yes;ATCC 35608|DSM 521;55;J. Bacteriol., 1942, 43, 701-715|J. Bacteriol., 1973, 114, 743-751|J. Bacteriol. 1975, 122, 325-328|Int. J. Syst. Bacteriol., 1980, 30, 225-420|Int. J. Syst. Bacteriol., 1978, 28, 528-531|J. Bacteriol., 1978, 136, 597-606|Arch. Mikrobiol., 1974, 100, 121-129|Methods Enzymol., 1978, LIII, 360-372|Appl. Environ. Microbiol., 1988, 54, 2819-2824|Int. J. Syst. Bacteriol., 1994, 44, 812-826|Int. J. Syst. Bacteriol., 1995, 45, 199-200.;;Horse faeces;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=224
Moorella;Moorella thermoautotrophica;;Moorella thermoautotrophica;yes;DSM 1974|ATCC 33924;55;Curr. Microbiol., 1981, 5, 255-260|Int. J. Syst. Bacteriol., 1982, 32, 384-385|Int. J. Syst. Bacteriol., 1994, 44, 812-826|Int. J. Syst. Bacteriol., 1995, 45, 199-200.;;Mud and water from hot spring;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=224
Moraxella;Moraxella boevrei;;Moraxella boevrei;yes;ATCC 700022|CCUG 35435|NCTC 12925|DSM 14165;37;J. Med. Vet., 1993, 40, 97|J. Med. Vet., 1994, 41, 336|Small Ruminant Res., 1994, 15, 87|Int. J. Syst. Bacteriol., 1997, 47, 120.;;Goat, upper respiratory tract;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella bovis;ATCC 10900;Moraxella bovis ATCC 10900;yes;ATCC 10900|CCUG 2133|NCTC 11013;30;Int. J. Syst. Bacteriol., 1971, 21, 28|Int. J. Syst. Bacteriol., 1998, 48, 75|Am. J. Vet. Res., 1966, 27, 957|J. Bacteriol., 1968, 95, 58|Acta Path. Microbiol. Scand., Sec. B, 1964, 61, 457|Acta Path. Microbiol. Scand. Sec. B, 1965, 65, 435|Acta Path. Microbiol. Scand. Sec. B, 1967, 69, 123|Acta Path. Microbiol. Scand. Sec. B, 1978, 86, 169|Can. J. Microbiol., 1969, 15, 3|Bacteriol. Rev., 1973, 37, 522|35|J. Gen. Microbiol., 1968, 51, 377|Int. J. Syst. Evol. Microbiol., 2008, 58, 1766-1767|Int. J. Syst. Evol. Microbiol., 2008, 58, 2247-2248.;;Cattle with pinkeye;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella bovis;ATCC 17947;Moraxella bovis ATCC 17947;;ATCC 17947|NCTC 8561;30;Acta Path. Microbiol. Scand., Sec. B, 1967, 69, 123|Amer. J. Vet. Res., 1953, 14, 19|Int. J. Syst. Bacteriol., 1966, 16, 1|Int. J. Syst. Bacteriol., 1995, 45, 468|J. Bacteriol., 1968, 95, 58|J. Bacteriol., 1968, 95, 64.;;Cattle, keratitis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella bovis;ATCC 17948;Moraxella bovis ATCC 17948;;ATCC 17948|NCTC 9425;30;Acta Path. Microbiol. Scand., Sec. B, 1967, 69, 123|Amer. J. Vet. Res., 1953, 14, 19|J. Bacteriol., 1968, 95, 58|J. Bacteriol., 1968, 95, 64.;;Cattle, keratitis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella bovis;ATCC 43759;Moraxella bovis ATCC 43759;;ATCC 43759;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella bovis;ATCC 43760;Moraxella bovis ATCC 43760;;ATCC 43760;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella bovis;NCTC 9426;Moraxella bovis NCTC 9426;;NCTC 9426;30;Am. J. Vet. Res., 1953, 14, 19|Acta Path. Microbiol. Scand., Sec. B, 1967, 69, 123|J. Bacteriol., 1968, 95, 58.;;Cattle, keratitis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella bovoculi;;Moraxella bovoculi;yes;ATCC BAA-1259|CCUG 52049;37;Int. J. Syst. Evol. Microbiol., 2007, 57, 789-795|Int. J. Syst. Evol. Microbiol., 2007, 57, 1374-1375.;;Calf, occular fluid;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=10
Moraxella;Moraxella canis;;Moraxella canis;yes;CCUG 8415 A|LMG 11194;30;Int. J. Syst. Bacteriol., 1993, 43, 438.;;Dog bite;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella caprae;;Moraxella caprae;;CCUG 33297;37;J. Med. Vet., 1993, 40, 97|J. Med. Vet., 1994, 41, 336|Int. J. Syst. Bacteriol., 1995, 45, 467.;;Goat, nasal cavity;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella caprae;NCTC 12877;Moraxella caprae NCTC 12877;yes;NCTC 12877|CCUG 33296;37;J. Med. Vet. B., 1993, 40, 97|J. Med. Vet. B., 1994, 41, 336|Int. J. Syst. Bacteriol., 1995, 45, 467|Int. J. Syst. Bacteriol., 1996, 46, 366.;;Goat, nasal cavity;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella equi;;Moraxella equi;yes;ATCC 25576|NCTC 11012|DSM 18027;30;Am. J. Vet. Res., 1970, 31, 457|Int. J. Syst. Bacteriol., 1980, 30, 324|Int. J. Syst. Bacteriol., 1998, 48, 75.;;Equine, eye;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella lacunata;;Moraxella lacunata;;;37|30;J. Clin. Microbiol., 2003, 41, 5310-5312.;;Human, blood|Human, secretion conjunctival|Human, conjunctivitis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella lacunata;CIP 200344;Moraxella lacunata CIP 200344;;CIP 200344;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella lacunata;CIP 200357;Moraxella lacunata CIP 200357;;CIP 200357;30;;;Human, spinal fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella lacunata;CIP 200398;Moraxella lacunata CIP 200398;;CIP 200398;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella lacunata;DSM 18052;Moraxella lacunata DSM 18052;yes;ATCC 17967|CCUG 4441|NCTC 11011|DSM 18052;30;Bacteriol. Rev., 1973, 37, 522|Ann. Inst. Pasteur, 1939, 62, 168|Ann. Inst. Pasteur, 1940, 64, 126|Int. J. Syst. Bacteriol., 1969, 19, 263|Int. J. Syst. Bacteriol., 1971, 21, 106|Int. J. Syst. Bacteriol., 1994, 44, 387|Int. J. Syst. Bacteriol., 1998, 48, 75|J. Gen. Microbiol., 1952, 6, 318|J. Gen. Microbiol., 1977, 102, 33|Int. J. Syst. Evol. Microbiol., 2008, 58, 1766-1767|Int. J. Syst. Evol. Microbiol., 2008, 58, 2247-2248.;;Human, conjunctivitis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella lacunata;ATCC 11748;Moraxella lacunata ATCC 11748;;ATCC 11748|NCTC 10748;30;Can. J. Microbiol., 1969, 15, 335|Acta Path. Microbiol. Scand., Sec. B, 1965, 65, 435|Acta Path. Microbiol. Scand|Sec. B, 1970, 78, 365|Acta Path|Microbiol. Scand. Sec. B, 1977, 85, 16|Am. J. Dis. Child., 1950, 79, 211|J. Bacteriol., 1968, 95, 60|J. Gen. Microbiol., 1968, 51, 377|Int. J. Syst. Bacteriol., 1998, 48, 75.;;Human, conjunctivitis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella lacunata;ATCC 17950;Moraxella lacunata ATCC 17950;;ATCC 17950|NCTC 7985;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella lacunata;ATCC 17951;Moraxella lacunata ATCC 17951;;ATCC 17951|NCTC 10747|LMG 1008;37;J. Bacteriol., 1968, 95, 58.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella lacunata;ATCC 17952;Moraxella lacunata ATCC 17952;;ATCC 17952|NCTC 7911;30;Int. J. Syst. Bacteriol., 1969, 19, 264|J. Bacteriol., 1968, 95, 60|J. Bacteriol., 1968, 95, 64|J. Bacteriol., 1970, 101, 568|J. Bacteriol., 1972, 112, 917|J. Gen. Microbiol., 1964, 37, 353|Acta Path. Microbiol. Scand., Sec. B, 1965, 65, 435|Acta Path. Microbiol. Scand. Sec. B, 1967, 69, 123.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella lacunata;ATCC 17956;Moraxella lacunata ATCC 17956;;ATCC 17956|NCTC 10358;30;J. Gen. Microbiol., 1964, 35, 361|J. Bacteriol., 1968, 95, 60|J. Bacteriol., 1968, 95, Acta Path. Microbiol. Scand., Sec. B, 1965, 65, 435|Int. J. Syst. Bacteriol., 1998, 48, 75.;;Guinea pig, eye;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella lacunata;ATCC 17970;Moraxella lacunata ATCC 17970;;ATCC 17970;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella lacunata;ATCC 17971;Moraxella lacunata ATCC 17971;;ATCC 17971;30;Ann. Inst. Pasteur, 1940, 64, 126|Ann. Inst. Pasteur, 1961, 100, 74|J. Bacteriol., 1968, 95, 60|J. Bacteriol., 1968, 95, 65.;;Pig, bone marrow;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella lacunata;ATCC 17972;Moraxella lacunata ATCC 17972;;ATCC 17972;30;J. Bacteriol., 1968, 95, 60|J. Bacteriol., 1968, 95, 64.;;Child, throat;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella laennata;;Moraxella laennata;;;30;;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella lincolnii;;Moraxella lincolnii;;;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella lincolnii;CCUG 18789;Moraxella lincolnii CCUG 18789;;CCUG 18789;30;;;Child, eye;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella lincolnii;CCUG 20072;Moraxella lincolnii CCUG 20072;;CCUG 20072|LMG 10492;30;Int. J. Syst. Bacteriol., 1993, 43, 474.;;Human, respiratory tract;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella lincolnii;CCUG 9405;Moraxella lincolnii CCUG 9405;yes;CCUG 9405|LMG 5127;30;Int. J. Syst. Bacteriol., 1993, 43, 474.;;Human, nasopharynx;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella lwoffii;;Moraxella lwoffii;;CIP 200097;30;;;Human, spinal fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella lwoffii;CIP 200040;Moraxella lwoffii CIP 200040;;CIP 200040;30;;;Human, spinal fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella nonliquefaciens;;Moraxella nonliquefaciens;;;30;;;Human, nasal swab|Human, tears|Human, eye pus|Human, conjunctivitis|Human, blood|Human, nose|Human, sinus|Sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella nonliquefaciens;ATCC 17953;Moraxella nonliquefaciens ATCC 17953;;ATCC 17953|NCTC 7784;37;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella nonliquefaciens;ATCC 17954;Moraxella nonliquefaciens ATCC 17954;;ATCC 17954;30;J. Bacteriol., 1954, 67, 13.;;Throat;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella nonliquefaciens;ATCC 17975;Moraxella nonliquefaciens ATCC 17975;;ATCC 17975;30;;;Chronic bronchial suppuration;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella nonliquefaciens;ATCC 19975;Moraxella nonliquefaciens ATCC 19975;yes;ATCC 19975|CCM 5604|CCUG 348|NCTC 10464;30;Acta Path. Microbiol. Scand., Sec. B, 1964, 61, 457|Acta Path. Microbiol. Scand. Sec. B, 1964, 62, 239|Acta Path. Microbiol. Scand. Sec. B, 1965, 63, 42|Acta Path. Microbiol. Scand. Sec. B, 1965, 65, 435|Acta Path. Microbiol. Scand. Sec. B, 1965, 65, 641|Acta Path. Microbiol. Scand. Sec. B, 1967, 69, 123|Acta Path. Microbiol. Scand. Sec. B, 1970, 78, 565|Acta Path. Microbiol. Scand. Sec. B, 1978, 86, 77|Can. J. Microbiol., 1969, 15, 335|Bacteriol. Rev., 1973, 35, 522|Ann. Inst. Pasteur, 1939, 62, 168|Int. J. Syst. Bacteriol., 1967, 17, 127|Int. J. Syst. Bacteriol., 1995, 45, 468|Int. J. Syst. Evol. Microbiol., 2008, 58, 1766-1767|Int. J. Syst. Evol. Microbiol., 2008, 58, 2247-2248.;;Nose swab;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella nonliquefaciens;ATCC 43609;Moraxella nonliquefaciens ATCC 43609;;ATCC 43609;30;J. Clin. Microbiol., 1987, 25, 1691.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella nonliquefaciens;CIP 200102;Moraxella nonliquefaciens CIP 200102;;CIP 200102;37;;;Human,throat;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella nonliquefaciens;CIP 200395;Moraxella nonliquefaciens CIP 200395;;CIP 200395;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella nonliquefaciens;CPC CIMB 05-1988;Moraxella nonliquefaciens CPC CIMB 05-1988;;CPC CIMB 05-1988;37;;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1048
Moraxella;Moraxella osloensis;;Moraxella osloensis;;;30|37;Int. J. Syst. Bacteriol., 1967, 17, 127|Acta Path. Microbiol. Scand., 1965, 65, 641.;Icr-Mo gene;Human, blood|Human, vagina|Human, hip|Human, psoriasis|Human, redon|Human, conjunctiva|Human, spinal fluid|Human, lung|Human, catheter|Blood|Pulmonary fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1048|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella osloensis;ATCC 17974;Moraxella osloensis ATCC 17974;;ATCC 17974|LMG 1021|NCDC KC 752;30;;;Child, node;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella osloensis;ATCC 19976;Moraxella osloensis ATCC 19976;yes;ATCC 19976|CCM 5605|CCUG 350|NCTC 10465;30;Int. J. Syst. Bacteriol., 1967, 17, 134|Int. J. Syst. Bacteriol., 1994, 44, 387|Int. J. Syst. Bacteriol., 1995, 45, 468|Acta Path. Microbiol. Scand., Sec. B, 1965, 65, 641|Acta Path. Microbiol. Scand. Sec. B, 1967, 69, 123|Acta Path. Microbiol. Scand. Sec. B, 1970, 78, 565|Can. J. Microbiol., 1969, 15, 335|Bacteriol. Rev., 1973, 37, 522|Int. J. Syst. Evol. Microbiol., 2008, 58, 1766-1767|Int. J. Syst. Evol. Microbiol., 2008, 58, 2247-2248.;;Cerebrospinal fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella osloensis;ATCC 23653;Moraxella osloensis ATCC 23653;;ATCC 23653|NCDO 792|NCIMB 8552;30;J. Appl. Bacteriol., 1960, 23, 37 |J. Dairy Res., 1952, 19, 294.;;Milk;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella osloensis;ATCC 29721;Moraxella osloensis ATCC 29721;;ATCC 29721;30;Appl. Microbiol., 1974, 27, 16.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella osloensis;CIP 200024;Moraxella osloensis CIP 200024;;CIP 200024;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella osloensis;CIP 200041;Moraxella osloensis CIP 200041;;CIP 200041;30;;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella osloensis;CIP 200111;Moraxella osloensis CIP 200111;;CIP 200111;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella osloensis;CIP 200323;Moraxella osloensis CIP 200323;;CIP 200323;30;;;Human, brain;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella osloensis;CIP 200426;Moraxella osloensis CIP 200426;;CIP 200426;30;;;Human;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Moraxella;Moraxella osloensis;CPC CIMB 04-9468;Moraxella osloensis CPC CIMB 04-9468;;CPC CIMB 04-9468;37;;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1048
Moraxella;Moraxella osloensis;CPC CIMB 05-0445;Moraxella osloensis CPC CIMB 05-0445;;CPC CIMB 05-0445;37;;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1048
Moraxella;Moraxella osloensis;DSM 30036;Moraxella osloensis DSM 30036;;ATCC 19359|DSM 30036|NCDO 791|NCIMB 8551;30;J. Dairy Res., 1952, 19, 294 |Int. J. Syst. Bacteriol., 1966, 16, 24.;;Milk;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella osloensis;NCTC 10755;Moraxella osloensis NCTC 10755;;NCTC 10755;30;Int. J. Syst. Bacteriol., 1967, 17, 127|Acta Path. Microbiol. Scand., Sec. B, 1965, 65, 641|Acta Path. Microbiol. Scand. Sec. B, 1967, 69, 123.;;Lesion on scalp;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella porci;;Moraxella porci;yes;CECT 7294|CCUG 54912;37;Int. J. Syst. Evol. Microbiol., 2010, 60, 2446-2450|Int. J. Syst. Evol. Microbiol., 2011, 61, 4-5.;;Pig, brain with meningitidis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Moraxella;Moraxella saccharolytica;;Moraxella saccharolytica;;;30;Zentralbl. Bakteriol., 1956, 166, 498|Int. J. Syst. Bacteriol., 1980, 30, 324.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Moraxella;Moraxella saccharolytica;ATCC 19248;Moraxella saccharolytica ATCC 19248;;ATCC 19248;30;Int. J. Syst. Bacteriol., 1980, 30, 324.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Moraxella;Moraxella atlantae;;Moraxella atlantae;;;30;;;Child, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella atlantae;ATCC 29525;Moraxella atlantae ATCC 29525;yes;ATCC 29525|CCM 6072|CCUG 6415A|NCTC 11091;30;Int. J. Syst. Bacteriol., 1976, 26, 511|Int. J. Syst. Bacteriol., 1995, 45, 468|Int. J. Syst. Evol. Microbiol., 2008, 58, 1766-1767|Int. J. Syst. Evol. Microbiol., 2008, 58, 2247-2248.;;Blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Moraxella;Moraxella atlantae;ATCC 29526;Moraxella atlantae ATCC 29526;;ATCC 29526|NCTC 11092;30;Int. J. Syst. Bacteriol., 1976, 26, 511|Int. J. Syst. Bacteriol., 1998, 48, 75|J. Gen. Microbiol., 1977, 102, 33|Acta Path. Microbiol. Scand., Sec. B, 1978, 86, 169|Acta Path. Microbiol. Scand. Sec. B, 1977, 85, 18.;;Blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Morganella;Morganella morganii;morganii;Morganella morganii morganii;;;30;J. Clin. Microbiol., 1980, 12, 88.|C.R. Acad. Sci. (Paris), 1911, 152, 1413.;;Peritoneal fluid|Grasshopper;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Morganella;Morganella morganii;morganii DSM 30117;Morganella morganii morganii DSM 30117;;ATCC 8019|CCM 680|DSM 30117|IMET 10747|NCIMB 10466;30;J. Bacteriol., 1941, 41, 39|J. Biol. Chem., 1941, 139, 111|J. Med. Lab. Tech., 1963, 20, 26|J. Gen. Microbiol., 1968, 95, 60|J. Gen. Microbiol., 1968, 95, 65.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Morganella;Morganella morganii;morganii ATCC 25829;Morganella morganii morganii morganii ATCC 25829;;ATCC 25829|NCTC 417;30;Int. J. Syst. Bacteriol., 1971, 21, 55.;;Human, infant stool;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Morganella;Morganella morganii;morganii DSM 30164;Morganella morganii morganii morganii DSM 30164;yes;ATCC 25830|CCUG 6328|DSM 30164|IFO 3848|JCM 1672|LMG 7874|NCTC 235|NCIMB 235|CECT 173|WDCM 00112|CIP103763;30;Br. J. Med., 1906, i, 208|J. Path. Bacteriol., 1929, 32, 79|Int. J. Syst. Bacteriol., 1971, 21, 57|Curr. Microbiol., 1980, 4, 325-330|Antimicrob. Agents Chemother., 2012, 56, 565-568.;;A case of summer diarrhoea;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Morganella;Morganella morganii;sibonii ATCC 49948;Morganella morganii sibonii sibonii ATCC 49948;yes;ATCC 49948|CCUG 30886;30;Int. J. Syst. Bacteriol., 1992, 42, 613|Antimicrob. Agents Chemother., 2012, 56, 565-568.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
