locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKMCHIPE_00701	CDS	528	rpoN		COG1508	RNA polymerase sigma-54 factor
JKMCHIPE_00702	CDS	1038	cggR		COG2390	Central glycolytic genes regulator
JKMCHIPE_00703	CDS	1002	gap_1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
JKMCHIPE_00704	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
JKMCHIPE_00705	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
JKMCHIPE_00706	CDS	1299	eno	4.2.1.11		Enolase
JKMCHIPE_00707	CDS	1140	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
JKMCHIPE_00708	CDS	576				hypothetical protein
JKMCHIPE_00709	CDS	975	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
JKMCHIPE_00710	CDS	969	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JKMCHIPE_00711	CDS	213	yjdJ		COG2388	putative protein YjdJ
JKMCHIPE_00712	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
JKMCHIPE_00713	CDS	756	est	3.1.1.1		Carboxylesterase
JKMCHIPE_00714	CDS	2358	rnr	3.1.13.1	COG0557	Ribonuclease R
JKMCHIPE_00715	CDS	465	smpB		COG0691	SsrA-binding protein
JKMCHIPE_00716	CDS	720	atpB			ATP synthase subunit a
JKMCHIPE_00717	CDS	216	atpE_2			ATP synthase subunit c
JKMCHIPE_00718	CDS	525	atpF		COG0711	ATP synthase subunit b
JKMCHIPE_00719	CDS	543	atpH		COG0712	ATP synthase subunit delta
JKMCHIPE_00720	CDS	1557	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
JKMCHIPE_00721	CDS	903	atpG		COG0224	ATP synthase gamma chain
JKMCHIPE_00722	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
JKMCHIPE_00723	CDS	423	atpC		COG0355	ATP synthase epsilon chain
JKMCHIPE_00724	CDS	231				hypothetical protein
JKMCHIPE_00725	CDS	1302	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
JKMCHIPE_00726	CDS	177				hypothetical protein
JKMCHIPE_00727	CDS	297			COG0759	Putative membrane protein insertion efficiency factor
JKMCHIPE_00728	CDS	468	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
JKMCHIPE_00729	CDS	885	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
JKMCHIPE_00730	CDS	237				hypothetical protein
JKMCHIPE_00731	tRNA	81				tRNA-Tyr(gta)
JKMCHIPE_00732	tRNA	74				tRNA-Gln(ttg)
JKMCHIPE_00733	CDS	171				hypothetical protein
JKMCHIPE_00734	CDS	708	nagR		COG2188	HTH-type transcriptional repressor NagR
JKMCHIPE_00735	CDS	645	yigZ		COG1739	IMPACT family member YigZ
JKMCHIPE_00736	CDS	288				hypothetical protein
JKMCHIPE_00737	CDS	321	ptcB_2	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
JKMCHIPE_00738	CDS	1314	comFA	3.6.4.12	COG4098	ComF operon protein 1
JKMCHIPE_00739	CDS	720				hypothetical protein
JKMCHIPE_00740	CDS	552	hpf			Ribosome hibernation promotion factor
JKMCHIPE_00741	CDS	2535	secA		COG0653	Protein translocase subunit SecA
JKMCHIPE_00742	CDS	1293				ISL3 family transposase IS1251
JKMCHIPE_00743	CDS	984	prfB			Peptide chain release factor 2
JKMCHIPE_00744	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
JKMCHIPE_00745	CDS	894	ftsX		COG2177	Cell division protein FtsX
JKMCHIPE_00746	CDS	1449	clsA_1	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
JKMCHIPE_00747	CDS	858	pstS1_1		COG0226	Phosphate-binding protein PstS 1
JKMCHIPE_00748	CDS	921				hypothetical protein
JKMCHIPE_00749	CDS	885				hypothetical protein
JKMCHIPE_00750	CDS	807	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
JKMCHIPE_00751	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
JKMCHIPE_00752	CDS	678	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
JKMCHIPE_00753	CDS	1032				hypothetical protein
JKMCHIPE_00754	CDS	768				hypothetical protein
JKMCHIPE_00755	CDS	1569	smc_4			Chromosome partition protein Smc
JKMCHIPE_00756	CDS	321				hypothetical protein
JKMCHIPE_00757	CDS	351				hypothetical protein
JKMCHIPE_00758	CDS	939	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
JKMCHIPE_00759	CDS	831	lgt_1	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
JKMCHIPE_00760	CDS	1026	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JKMCHIPE_00761	CDS	939	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JKMCHIPE_00762	CDS	441				hypothetical protein
JKMCHIPE_00763	CDS	603				hypothetical protein
JKMCHIPE_00764	CDS	1107	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
JKMCHIPE_00765	CDS	1002	ccpA_2		COG1609	Catabolite control protein A
JKMCHIPE_00766	CDS	2346	ponA_1		COG0744	Penicillin-binding protein 1A/1B
JKMCHIPE_00767	CDS	903	nfo_1	3.1.21.2	COG0648	putative endonuclease 4
JKMCHIPE_00768	CDS	1776				hypothetical protein
JKMCHIPE_00769	CDS	1587	mntH_1			Divalent metal cation transporter MntH
JKMCHIPE_00770	CDS	225				hypothetical protein
JKMCHIPE_00771	CDS	1752	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
JKMCHIPE_00772	CDS	1785	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
JKMCHIPE_00773	CDS	852	licT_2		COG3711	Transcription antiterminator LicT
JKMCHIPE_00774	CDS	1887	bglF_4		COG1263	PTS system beta-glucoside-specific EIIBCA component
JKMCHIPE_00775	CDS	903	murR_1			HTH-type transcriptional regulator MurR
JKMCHIPE_00776	CDS	1404	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
JKMCHIPE_00777	CDS	1434	bglH_4	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
JKMCHIPE_00778	CDS	927	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JKMCHIPE_00779	CDS	1728	pgcA	5.4.2.2		Phosphoglucomutase
JKMCHIPE_00780	CDS	294	czrA		COG0640	HTH-type transcriptional repressor CzrA
JKMCHIPE_00781	CDS	861	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
JKMCHIPE_00782	CDS	429	zur		COG0735	Zinc-specific metallo-regulatory protein
JKMCHIPE_00783	CDS	177	rpsU		COG0828	30S ribosomal protein S21
JKMCHIPE_00784	CDS	447	yqeY		COG1610	putative protein YqeY
JKMCHIPE_00785	CDS	1380	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
JKMCHIPE_00786	CDS	972			COG1702	PhoH-like protein
JKMCHIPE_00787	CDS	2193	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
JKMCHIPE_00788	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JKMCHIPE_00789	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
JKMCHIPE_00790	CDS	900	era		COG1159	GTPase Era
JKMCHIPE_00791	CDS	813	recO		COG1381	DNA repair protein RecO
JKMCHIPE_00792	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
JKMCHIPE_00793	CDS	2076	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
JKMCHIPE_00794	CDS	780				hypothetical protein
JKMCHIPE_00795	CDS	945	tagU_1	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
JKMCHIPE_00796	CDS	780	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
JKMCHIPE_00797	CDS	699	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
JKMCHIPE_00798	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
JKMCHIPE_00799	CDS	1818	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
JKMCHIPE_00800	CDS	615	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
JKMCHIPE_00801	CDS	783	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
JKMCHIPE_00802	CDS	822	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
JKMCHIPE_00803	CDS	1122				hypothetical protein
JKMCHIPE_00804	CDS	1080				hypothetical protein
JKMCHIPE_00805	CDS	1110	epsF_1	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
JKMCHIPE_00806	CDS	957	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JKMCHIPE_00807	CDS	732				hypothetical protein
JKMCHIPE_00808	CDS	1431	rfbX		COG2244	Putative O-antigen transporter
JKMCHIPE_00809	CDS	750	glvR_1		COG1737	HTH-type transcriptional regulator GlvR
JKMCHIPE_00810	CDS	951	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
JKMCHIPE_00811	CDS	1464	fruA_2		COG1299	PTS system fructose-specific EIIABC component
JKMCHIPE_00812	CDS	168				hypothetical protein
JKMCHIPE_00813	CDS	297	manP_1		COG1299	PTS system mannose-specific EIIBCA component
JKMCHIPE_00814	CDS	975	lacD2	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase 2
JKMCHIPE_00815	CDS	951	yidC			Membrane protein insertase YidC
JKMCHIPE_00816	CDS	276	acyP	3.6.1.7	COG1254	Acylphosphatase
JKMCHIPE_00817	CDS	765	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
JKMCHIPE_00818	CDS	504	rny_1	3.1.-.-		Ribonuclease Y
JKMCHIPE_00819	CDS	648				hypothetical protein
JKMCHIPE_00820	CDS	1269	eriC		COG0038	Chloride/fluoride channel protein
JKMCHIPE_00821	CDS	1200				hypothetical protein
JKMCHIPE_00822	CDS	1308	dacA	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
JKMCHIPE_00823	CDS	123				hypothetical protein
JKMCHIPE_00824	CDS	1119				hypothetical protein
JKMCHIPE_00825	CDS	321				hypothetical protein
JKMCHIPE_00826	CDS	165				hypothetical protein
JKMCHIPE_00827	CDS	201	cspLA_1		COG1278	Cold shock-like protein CspLA
JKMCHIPE_00828	CDS	2790	dinG_1	3.1.-.-		3'-5' exonuclease DinG
JKMCHIPE_00829	CDS	504				hypothetical protein
JKMCHIPE_00830	CDS	1191	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
JKMCHIPE_00831	CDS	1299	asnS	6.1.1.22		Asparagine--tRNA ligase
JKMCHIPE_00832	CDS	675	axe2	3.1.1.72		Acetylxylan esterase
JKMCHIPE_00833	CDS	342				hypothetical protein
JKMCHIPE_00834	CDS	360	yccF		COG3304	Inner membrane protein YccF
JKMCHIPE_00835	CDS	2082	cadA_2	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
JKMCHIPE_00836	CDS	1467	ycaM		COG0531	Inner membrane transporter YcaM
JKMCHIPE_00837	CDS	537				hypothetical protein
JKMCHIPE_00838	CDS	441	copY			Transcriptional repressor CopY
JKMCHIPE_00839	CDS	210	copZ_2			Copper chaperone CopZ
JKMCHIPE_00840	CDS	2187	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
JKMCHIPE_00841	CDS	2172	copB	7.2.2.8		Copper-exporting P-type ATPase B
JKMCHIPE_00842	CDS	2172				hypothetical protein
JKMCHIPE_00843	CDS	1074				hypothetical protein
JKMCHIPE_00844	CDS	945				hypothetical protein
JKMCHIPE_00845	CDS	501				hypothetical protein
JKMCHIPE_00846	CDS	786				hypothetical protein
JKMCHIPE_00847	CDS	570				hypothetical protein
JKMCHIPE_00848	CDS	693				hypothetical protein
JKMCHIPE_00849	CDS	273				hypothetical protein
JKMCHIPE_00850	CDS	837				IS3 family transposase IS1485
JKMCHIPE_00851	CDS	291				IS3 family transposase IS1485
JKMCHIPE_00852	CDS	258				hypothetical protein
JKMCHIPE_00853	CDS	975	cbh_1	3.5.1.24		Choloylglycine hydrolase
JKMCHIPE_00854	CDS	318				hypothetical protein
JKMCHIPE_00855	CDS	366				hypothetical protein
JKMCHIPE_00856	CDS	483				hypothetical protein
JKMCHIPE_00857	CDS	891	pstS1_2		COG0226	Phosphate-binding protein PstS 1
JKMCHIPE_00858	CDS	2475	ctpE_1	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
JKMCHIPE_00859	CDS	1737	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
JKMCHIPE_00860	CDS	705	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
JKMCHIPE_00861	CDS	504				hypothetical protein
JKMCHIPE_00862	CDS	339				hypothetical protein
JKMCHIPE_00863	CDS	1419	ffh		COG0541	Signal recognition particle protein
JKMCHIPE_00864	CDS	579	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
JKMCHIPE_00865	CDS	573				IS1595 family transposase ISCac2
JKMCHIPE_00866	CDS	555	chrR	1.6.5.2	COG0431	Quinone reductase
JKMCHIPE_00867	CDS	276	rpsP		COG0228	30S ribosomal protein S16
JKMCHIPE_00868	CDS	252				hypothetical protein
JKMCHIPE_00869	CDS	792				hypothetical protein
JKMCHIPE_00870	CDS	522	rimM			Ribosome maturation factor RimM
JKMCHIPE_00871	CDS	762	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
JKMCHIPE_00872	CDS	348	rplS		COG0335	50S ribosomal protein L19
JKMCHIPE_00873	CDS	1002	xerC_2			Tyrosine recombinase XerC
JKMCHIPE_00874	CDS	681				IS6 family transposase IS1216E
JKMCHIPE_00875	CDS	489				IS630 family transposase IS642
JKMCHIPE_00876	CDS	519				IS630 family transposase ISBs2
JKMCHIPE_00877	CDS	1218				IS3 family transposase ISLca1
JKMCHIPE_00878	CDS	873	gmuE_1	2.7.1.4	COG1940	Putative fructokinase
JKMCHIPE_00879	CDS	1947				hypothetical protein
JKMCHIPE_00880	CDS	1440	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
JKMCHIPE_00881	CDS	963	degA_3		COG1609	HTH-type transcriptional regulator DegA
JKMCHIPE_00882	CDS	804				IS3 family transposase ISEfa10
JKMCHIPE_00883	CDS	471				IS3 family transposase ISEfa10
JKMCHIPE_00884	CDS	456				IS200/IS605 family transposase ISAac3
JKMCHIPE_00885	CDS	234				hypothetical protein
JKMCHIPE_00886	CDS	219				hypothetical protein
JKMCHIPE_00887	CDS	819	rpiR		COG1737	HTH-type transcriptional regulator RpiR
JKMCHIPE_00888	CDS	690	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
JKMCHIPE_00889	CDS	1503	glcB		COG2190	PTS system glucoside-specific EIICBA component
JKMCHIPE_00890	CDS	477				hypothetical protein
JKMCHIPE_00891	CDS	960			COG2826	IS30 family transposase IS6770
JKMCHIPE_00892	CDS	1326	dinB_1	2.7.7.7		DNA polymerase IV
JKMCHIPE_00893	CDS	351				hypothetical protein
JKMCHIPE_00894	CDS	909				IS982 family transposase ISEfm1
JKMCHIPE_00895	CDS	258				hypothetical protein
JKMCHIPE_00896	CDS	975	cbh_2	3.5.1.24		Choloylglycine hydrolase
JKMCHIPE_00897	CDS	300				hypothetical protein
JKMCHIPE_00898	CDS	231				hypothetical protein
JKMCHIPE_00899	CDS	243				hypothetical protein
JKMCHIPE_00900	CDS	981				hypothetical protein
JKMCHIPE_00901	CDS	897	lacF_3			Lactose transport system permease protein LacF
JKMCHIPE_00902	CDS	339	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
JKMCHIPE_00903	CDS	444	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
JKMCHIPE_00904	CDS	663				hypothetical protein
JKMCHIPE_00905	CDS	1665	alsS	2.2.1.6	COG0028	Acetolactate synthase
JKMCHIPE_00906	CDS	711	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
JKMCHIPE_00907	CDS	498				hypothetical protein
JKMCHIPE_00908	CDS	261				hypothetical protein
JKMCHIPE_00909	CDS	240				hypothetical protein
JKMCHIPE_00910	CDS	315				hypothetical protein
JKMCHIPE_00911	tmRNA	364	ssrA			transfer-messenger RNA, SsrA
JKMCHIPE_00912	CDS	774		3.1.3.-		Putative phosphatase
JKMCHIPE_00913	CDS	351				hypothetical protein
JKMCHIPE_00914	CDS	717	srrA_1		COG0745	Transcriptional regulatory protein SrrA
JKMCHIPE_00915	CDS	1449	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
JKMCHIPE_00916	CDS	510				hypothetical protein
JKMCHIPE_00917	CDS	726				hypothetical protein
JKMCHIPE_00918	CDS	2121	ltaS1_2		COG1368	Lipoteichoic acid synthase 1
JKMCHIPE_00919	CDS	1179	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
JKMCHIPE_00920	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
JKMCHIPE_00921	CDS	486	ybaK_1	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
JKMCHIPE_00922	CDS	1254	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
JKMCHIPE_00923	CDS	1350	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
JKMCHIPE_00924	CDS	1347	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
JKMCHIPE_00925	CDS	210	xerC_3			Tyrosine recombinase XerC
JKMCHIPE_00926	CDS	387				hypothetical protein
JKMCHIPE_00927	CDS	150				hypothetical protein
JKMCHIPE_00928	CDS	213				hypothetical protein
JKMCHIPE_00929	CDS	111				hypothetical protein
JKMCHIPE_00930	CDS	1800				hypothetical protein
JKMCHIPE_00931	CDS	597				hypothetical protein
JKMCHIPE_00932	CDS	345				hypothetical protein
JKMCHIPE_00933	CDS	420				hypothetical protein
JKMCHIPE_00934	CDS	354				hypothetical protein
JKMCHIPE_00935	CDS	1332				hypothetical protein
JKMCHIPE_00936	CDS	567				hypothetical protein
JKMCHIPE_00937	tRNA	88				tRNA-Ser(cga)
JKMCHIPE_00938	CDS	975	cbh_3	3.5.1.24		Choloylglycine hydrolase
JKMCHIPE_00939	CDS	1896	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
JKMCHIPE_00940	CDS	447				hypothetical protein
JKMCHIPE_00941	CDS	150	rpmGA			50S ribosomal protein L33 1
JKMCHIPE_00942	CDS	519	folA_1	1.5.1.3		Dihydrofolate reductase
JKMCHIPE_00943	CDS	957	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
JKMCHIPE_00944	CDS	807	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
JKMCHIPE_00945	CDS	990	feuB		COG0609	Iron-uptake system permease protein FeuB
JKMCHIPE_00946	CDS	1005	feuC		COG0609	Iron-uptake system permease protein FeuC
JKMCHIPE_00947	CDS	543	yqgN		COG0212	putative protein YqgN
JKMCHIPE_00948	CDS	699	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
JKMCHIPE_00949	CDS	213	yqgQ		COG4483	putative protein YqgQ
JKMCHIPE_00950	CDS	963	glcK	2.7.1.2	COG1940	Glucokinase
JKMCHIPE_00951	CDS	396	yibN		COG0607	putative protein YibN
JKMCHIPE_00952	CDS	366				hypothetical protein
JKMCHIPE_00953	CDS	1812				hypothetical protein
JKMCHIPE_00954	CDS	168				hypothetical protein
JKMCHIPE_00955	CDS	990	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
JKMCHIPE_00956	CDS	1485	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
JKMCHIPE_00957	CDS	981	melR_1		COG1609	HTH-type transcriptional repressor MelR
JKMCHIPE_00958	CDS	723	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
JKMCHIPE_00959	CDS	543				hypothetical protein
JKMCHIPE_00960	CDS	465	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
JKMCHIPE_00961	CDS	1017	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JKMCHIPE_00962	CDS	702				hypothetical protein
JKMCHIPE_00963	CDS	1230	arcA	3.5.3.6		Arginine deiminase
JKMCHIPE_00964	CDS	1020	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
JKMCHIPE_00965	CDS	948	arcC1_1	2.7.2.2		Carbamate kinase 1
JKMCHIPE_00966	CDS	1692	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
JKMCHIPE_00967	CDS	786	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
JKMCHIPE_00968	CDS	1092	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
JKMCHIPE_00969	CDS	480	argR_2			Arginine repressor
JKMCHIPE_00970	CDS	783	rpsB		COG0052	30S ribosomal protein S2
JKMCHIPE_00971	CDS	882	tsf		COG0264	Elongation factor Ts
JKMCHIPE_00972	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
JKMCHIPE_00973	CDS	558	frr			Ribosome-recycling factor
JKMCHIPE_00974	CDS	813	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
JKMCHIPE_00975	CDS	801				hypothetical protein
JKMCHIPE_00976	CDS	1269	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
JKMCHIPE_00977	CDS	1710	proS	6.1.1.15	COG0442	Proline--tRNA ligase
JKMCHIPE_00978	CDS	4353	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
JKMCHIPE_00979	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
JKMCHIPE_00980	CDS	1176	nusA		COG0195	Transcription termination/antitermination protein NusA
JKMCHIPE_00981	CDS	294				hypothetical protein
JKMCHIPE_00982	CDS	312	rplGA		COG1358	putative ribosomal protein YlxQ
JKMCHIPE_00983	CDS	2307	infB			Translation initiation factor IF-2
JKMCHIPE_00984	CDS	348	rbfA			Ribosome-binding factor A
JKMCHIPE_00985	CDS	2364	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
JKMCHIPE_00986	CDS	924	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
JKMCHIPE_00987	CDS	942	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
JKMCHIPE_00988	CDS	786	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
JKMCHIPE_00989	CDS	852	glcU_2		COG4975	Glucose uptake protein GlcU
JKMCHIPE_00990	CDS	453				hypothetical protein
JKMCHIPE_00991	CDS	369	fra		COG5646	Intracellular iron chaperone frataxin
JKMCHIPE_00992	CDS	483	proX_1		COG3760	Prolyl-tRNA editing protein ProX
JKMCHIPE_00993	CDS	1011	mccF			Microcin C7 self-immunity protein MccF
JKMCHIPE_00994	CDS	714				hypothetical protein
JKMCHIPE_00995	CDS	591	ydeA	3.2.-.-	COG0693	putative protease YdeA
JKMCHIPE_00996	CDS	675	pezT	2.7.1.176		Toxin PezT
JKMCHIPE_00997	CDS	162				hypothetical protein
JKMCHIPE_00998	CDS	609				hypothetical protein
JKMCHIPE_00999	CDS	459				hypothetical protein
JKMCHIPE_01000	CDS	324				hypothetical protein
JKMCHIPE_01001	CDS	228				hypothetical protein
JKMCHIPE_01002	CDS	1167	hemW		COG0635	Heme chaperone HemW
JKMCHIPE_01003	CDS	1044	hrcA		COG1420	Heat-inducible transcription repressor HrcA
JKMCHIPE_01004	CDS	564	grpE			Protein GrpE
JKMCHIPE_01005	CDS	1830	dnaK		COG0443	Chaperone protein DnaK
JKMCHIPE_01006	CDS	1182	dnaJ		COG0484	Chaperone protein DnaJ
JKMCHIPE_01007	CDS	738	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
JKMCHIPE_01008	CDS	1503	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
JKMCHIPE_01009	CDS	1995	uvrB		COG0556	UvrABC system protein B
JKMCHIPE_01010	CDS	2817	uvrA_1			UvrABC system protein A
JKMCHIPE_01011	CDS	1266		6.3.1.12		D-aspartate ligase
JKMCHIPE_01012	CDS	732		5.1.1.13		Aspartate racemase
JKMCHIPE_01013	CDS	885	yvcJ		COG1660	Nucleotide-binding protein YvcJ
JKMCHIPE_01014	CDS	999			COG0391	Putative gluconeogenesis factor
JKMCHIPE_01015	CDS	936	whiA		COG1481	putative cell division protein WhiA
JKMCHIPE_01016	CDS	657				hypothetical protein
JKMCHIPE_01017	CDS	558				hypothetical protein
JKMCHIPE_01018	CDS	522				hypothetical protein
JKMCHIPE_01019	CDS	3693		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
JKMCHIPE_01020	CDS	888	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
JKMCHIPE_01021	CDS	1170				hypothetical protein
JKMCHIPE_01022	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
JKMCHIPE_01023	CDS	1806	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JKMCHIPE_01024	CDS	291				hypothetical protein
JKMCHIPE_01025	CDS	1026	sppA_1	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
JKMCHIPE_01026	CDS	660				hypothetical protein
JKMCHIPE_01027	CDS	933				hypothetical protein
JKMCHIPE_01028	CDS	1290	tig	5.2.1.8	COG0544	Trigger factor
JKMCHIPE_01029	CDS	1251	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JKMCHIPE_01030	CDS	588	engB		COG0218	putative GTP-binding protein EngB
JKMCHIPE_01031	CDS	156				hypothetical protein
JKMCHIPE_01032	CDS	1329				hypothetical protein
JKMCHIPE_01033	CDS	210				hypothetical protein
JKMCHIPE_01034	CDS	753	glcR		COG1349	HTH-type transcriptional repressor GlcR
JKMCHIPE_01035	CDS	915	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
JKMCHIPE_01036	CDS	1932	fruA_3		COG1299	PTS system fructose-specific EIIABC component
JKMCHIPE_01037	CDS	1560	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
JKMCHIPE_01038	CDS	2235	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
JKMCHIPE_01039	CDS	2037	ligA	6.5.1.2	COG0272	DNA ligase
JKMCHIPE_01040	CDS	306	gatC_1	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
JKMCHIPE_01041	CDS	1473	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
JKMCHIPE_01042	CDS	1431	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
