locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEFKBDCK_01687	CDS	5913	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01688	CDS	465	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
EEFKBDCK_01689	CDS	1209	sufS	2.8.1.7	COG0520	Cysteine desulfurase
EEFKBDCK_01690	CDS	405	sufE		COG2166	Cysteine desulfuration protein SufE
EEFKBDCK_01691	CDS	750	artJ_2		COG0834	ABC transporter arginine-binding protein 1
EEFKBDCK_01692	CDS	1686	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
EEFKBDCK_01693	CDS	900				hypothetical protein
EEFKBDCK_01694	CDS	813				hypothetical protein
EEFKBDCK_01695	CDS	1656				hypothetical protein
EEFKBDCK_01696	CDS	1398	glrK	2.7.13.3		Sensor histidine kinase GlrK
EEFKBDCK_01697	CDS	426				hypothetical protein
EEFKBDCK_01698	CDS	1353	qseF		COG2204	Transcriptional regulatory protein QseF
EEFKBDCK_01699	CDS	108				hypothetical protein
EEFKBDCK_01700	CDS	3225				hypothetical protein
EEFKBDCK_01701	CDS	1281				hypothetical protein
EEFKBDCK_01702	CDS	2337				hypothetical protein
EEFKBDCK_01703	CDS	1188	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
EEFKBDCK_01704	CDS	945	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
EEFKBDCK_01705	CDS	1260	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EEFKBDCK_01706	CDS	486	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
EEFKBDCK_01707	CDS	1134	mii	5.3.3.6		3-methylitaconate isomerase
EEFKBDCK_01708	CDS	1278				hypothetical protein
EEFKBDCK_01709	CDS	906	hdfR_1			HTH-type transcriptional regulator HdfR
EEFKBDCK_01710	CDS	465				hypothetical protein
EEFKBDCK_01711	CDS	267				IS3 family transposase ISXcd1
EEFKBDCK_01712	CDS	840				IS3 family transposase ISXcd1
EEFKBDCK_01713	CDS	852				hypothetical protein
EEFKBDCK_01714	CDS	363				hypothetical protein
EEFKBDCK_01715	CDS	570	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
EEFKBDCK_01716	CDS	396				hypothetical protein
EEFKBDCK_01717	CDS	1023	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
EEFKBDCK_01718	CDS	816	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
EEFKBDCK_01719	CDS	1290				hypothetical protein
EEFKBDCK_01720	CDS	1017	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
EEFKBDCK_01721	CDS	1977	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
EEFKBDCK_01722	CDS	798	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
EEFKBDCK_01723	CDS	1335	hpnE	1.17.8.1	COG2907	Hydroxysqualene dehydroxylase
EEFKBDCK_01724	CDS	837	crtB	2.5.1.32		15-cis-phytoene synthase
EEFKBDCK_01725	CDS	633				hypothetical protein
EEFKBDCK_01726	CDS	1101	aroC	4.2.3.5		Chorismate synthase
EEFKBDCK_01727	CDS	495				IS3 family transposase ISXcd1
EEFKBDCK_01728	CDS	267				hypothetical protein
EEFKBDCK_01729	CDS	285				hypothetical protein
EEFKBDCK_01730	CDS	465				hypothetical protein
EEFKBDCK_01731	CDS	501				hypothetical protein
EEFKBDCK_01732	CDS	522	pitA_2	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
EEFKBDCK_01733	CDS	735	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
EEFKBDCK_01734	CDS	639	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
EEFKBDCK_01735	CDS	129				hypothetical protein
EEFKBDCK_01736	CDS	1407	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EEFKBDCK_01737	CDS	432		3.1.27.-		Ribonuclease
EEFKBDCK_01738	CDS	282			COG2732	Barstar
EEFKBDCK_01739	CDS	3885				hypothetical protein
EEFKBDCK_01740	CDS	1773	tamA		COG0729	Translocation and assembly module subunit TamA
EEFKBDCK_01741	CDS	564				hypothetical protein
EEFKBDCK_01742	CDS	1206	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
EEFKBDCK_01743	CDS	2370	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
EEFKBDCK_01744	CDS	1308			COG2067	Putative outer membrane protein
EEFKBDCK_01745	CDS	2550	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
EEFKBDCK_01746	CDS	648				hypothetical protein
EEFKBDCK_01747	CDS	378				hypothetical protein
EEFKBDCK_01748	CDS	750			COG3039	IS5 family transposase ISPa67
EEFKBDCK_01749	CDS	666		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
EEFKBDCK_01750	CDS	555	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
EEFKBDCK_01751	CDS	816	cheR_2	2.1.1.80		Chemotaxis protein methyltransferase
EEFKBDCK_01752	CDS	1524	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
EEFKBDCK_01753	CDS	900	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
EEFKBDCK_01754	CDS	420	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
EEFKBDCK_01755	CDS	870				hypothetical protein
EEFKBDCK_01756	CDS	183				hypothetical protein
EEFKBDCK_01757	CDS	1833	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
EEFKBDCK_01758	CDS	120				hypothetical protein
EEFKBDCK_01759	CDS	96				hypothetical protein
EEFKBDCK_01760	CDS	1275				Ice-binding protein 1
EEFKBDCK_01761	CDS	1323				hypothetical protein
EEFKBDCK_01762	tRNA	77				tRNA-Asp(gtc)
EEFKBDCK_01763	tRNA	76				tRNA-Val(tac)
EEFKBDCK_01764	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
EEFKBDCK_01765	CDS	2415	lon	3.4.21.53	COG0466	Lon protease
EEFKBDCK_01766	CDS	1251	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
EEFKBDCK_01767	CDS	633	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
EEFKBDCK_01768	CDS	1308	tig	5.2.1.8	COG0544	Trigger factor
EEFKBDCK_01769	CDS	165				hypothetical protein
EEFKBDCK_01770	tRNA	85				tRNA-Leu(tag)
EEFKBDCK_01771	CDS	1056				hypothetical protein
EEFKBDCK_01772	CDS	468	epsM		COG3149	Type II secretion system protein M
EEFKBDCK_01773	CDS	720				hypothetical protein
EEFKBDCK_01774	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
EEFKBDCK_01775	CDS	498	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
EEFKBDCK_01776	CDS	888	hdfR_2			HTH-type transcriptional regulator HdfR
EEFKBDCK_01777	CDS	480	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
EEFKBDCK_01778	CDS	1656	recN		COG0497	DNA repair protein RecN
EEFKBDCK_01779	CDS	876	nadK	2.7.1.23	COG0061	NAD kinase
EEFKBDCK_01780	CDS	1008	hrcA		COG1420	Heat-inducible transcription repressor HrcA
EEFKBDCK_01781	CDS	1047	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
EEFKBDCK_01782	CDS	3789				hypothetical protein
EEFKBDCK_01783	CDS	1350				hypothetical protein
EEFKBDCK_01784	CDS	741	rlmB_2	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
EEFKBDCK_01785	CDS	2505				hypothetical protein
EEFKBDCK_01786	CDS	3402	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
EEFKBDCK_01787	CDS	4065	rapA	3.6.4.-		RNA polymerase-associated protein RapA
EEFKBDCK_01788	CDS	696				hypothetical protein
EEFKBDCK_01789	CDS	840				hypothetical protein
EEFKBDCK_01790	CDS	561				hypothetical protein
EEFKBDCK_01791	CDS	1911				hypothetical protein
EEFKBDCK_01792	CDS	876				hypothetical protein
EEFKBDCK_01793	CDS	1101				hypothetical protein
EEFKBDCK_01794	CDS	1689	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
EEFKBDCK_01795	CDS	999				hypothetical protein
EEFKBDCK_01796	CDS	849				hypothetical protein
EEFKBDCK_01797	CDS	468	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
EEFKBDCK_01798	CDS	579				hypothetical protein
EEFKBDCK_01799	CDS	453				hypothetical protein
EEFKBDCK_01800	CDS	408	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
EEFKBDCK_01801	CDS	2322				hypothetical protein
EEFKBDCK_01802	CDS	1035	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
EEFKBDCK_01803	CDS	1794	cstA_1		COG1966	Peptide transporter CstA
EEFKBDCK_01804	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
EEFKBDCK_01805	CDS	1689	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
EEFKBDCK_01806	CDS	909	rarD_2		COG2962	Protein RarD
EEFKBDCK_01807	CDS	1971				hypothetical protein
EEFKBDCK_01808	CDS	1008	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
EEFKBDCK_01809	CDS	675	metP		COG2011	Methionine import system permease protein MetP
EEFKBDCK_01810	CDS	774			COG1464	Membrane lipoprotein TpN32
EEFKBDCK_01811	CDS	1206				hypothetical protein
EEFKBDCK_01812	CDS	342				hypothetical protein
EEFKBDCK_01813	CDS	1230	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
EEFKBDCK_01814	CDS	945				hypothetical protein
EEFKBDCK_01815	CDS	915				hypothetical protein
EEFKBDCK_01816	CDS	858	bioP		COG0697	Biotin transporter
EEFKBDCK_01817	CDS	1128				hypothetical protein
EEFKBDCK_01818	CDS	525	def	3.5.1.88	COG0242	Peptide deformylase
EEFKBDCK_01819	CDS	423	pliG			Inhibitor of g-type lysozyme
EEFKBDCK_01820	CDS	801				IS3 family transposase ISShfr8
EEFKBDCK_01821	CDS	261				IS3 family transposase ISShfr8
EEFKBDCK_01822	CDS	1206	intA_2		COG0582	Prophage integrase IntA
EEFKBDCK_01823	CDS	141				hypothetical protein
EEFKBDCK_01824	CDS	393	hmrR			HTH-type transcriptional regulator HmrR
EEFKBDCK_01825	CDS	2187	copA_3	7.2.2.8		putative copper-importing P-type ATPase A
EEFKBDCK_01826	CDS	435	zntR		COG0789	HTH-type transcriptional regulator ZntR
EEFKBDCK_01827	CDS	2238	cadA	3.6.3.3		Cadmium-transporting ATPase
EEFKBDCK_01828	CDS	972	cdhR_5		COG4977	HTH-type transcriptional regulator CdhR
EEFKBDCK_01829	CDS	885				hypothetical protein
EEFKBDCK_01830	CDS	363				hypothetical protein
EEFKBDCK_01831	CDS	720				hypothetical protein
EEFKBDCK_01832	CDS	192				hypothetical protein
EEFKBDCK_01833	tRNA	76				tRNA-Thr(tgt)
EEFKBDCK_01834	tRNA	76				tRNA-Thr(tgt)
EEFKBDCK_01835	CDS	1023	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
EEFKBDCK_01836	CDS	891				hypothetical protein
EEFKBDCK_01837	CDS	756	ycgR_1		COG5581	Flagellar brake protein YcgR
EEFKBDCK_01838	CDS	570				hypothetical protein
EEFKBDCK_01839	CDS	720	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
EEFKBDCK_01840	CDS	864	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
EEFKBDCK_01841	CDS	642	dedA		COG0586	Protein DedA
EEFKBDCK_01842	CDS	939	secF		COG0341	Protein translocase subunit SecF
EEFKBDCK_01843	CDS	1863	secD		COG0342	Protein translocase subunit SecD
EEFKBDCK_01844	CDS	270	yajC		COG1862	Sec translocon accessory complex subunit YajC
EEFKBDCK_01845	CDS	465				Bacteriohemerythrin
EEFKBDCK_01846	CDS	888	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
EEFKBDCK_01847	CDS	942				hypothetical protein
EEFKBDCK_01848	CDS	582	tpx_1	1.11.1.15	COG2077	Thiol peroxidase
EEFKBDCK_01849	CDS	498	tpx_2	1.11.1.15	COG2077	Thiol peroxidase
EEFKBDCK_01850	CDS	1389	oprM_2		COG1538	Outer membrane protein OprM
EEFKBDCK_01851	CDS	1152	yibH		COG1566	Inner membrane protein YibH
EEFKBDCK_01852	CDS	522				hypothetical protein
EEFKBDCK_01853	CDS	780				hypothetical protein
EEFKBDCK_01854	CDS	729	dsbC		COG1651	putative thiol:disulfide interchange protein DsbC
EEFKBDCK_01855	CDS	1176	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
EEFKBDCK_01856	CDS	657	yfcF_2	2.5.1.18	COG0625	Glutathione S-transferase YfcF
EEFKBDCK_01857	CDS	2331	comEC		COG0658	ComE operon protein 3
EEFKBDCK_01858	CDS	786	ycbX		COG0633	putative protein YcbX
EEFKBDCK_01859	CDS	903	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01860	CDS	768	parA			Chromosome partitioning protein ParA
EEFKBDCK_01861	CDS	729	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
EEFKBDCK_01862	CDS	639	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
EEFKBDCK_01863	CDS	417	fur		COG0735	Ferric uptake regulation protein
EEFKBDCK_01864	CDS	417	bamE			Outer membrane protein assembly factor BamE
EEFKBDCK_01865	CDS	801	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
EEFKBDCK_01866	CDS	873				hypothetical protein
EEFKBDCK_01867	CDS	1170			COG2081	putative protein
EEFKBDCK_01868	CDS	558				hypothetical protein
EEFKBDCK_01869	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
EEFKBDCK_01870	CDS	423			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
EEFKBDCK_01871	CDS	543	yceJ		COG3038	Cytochrome b561 
EEFKBDCK_01872	CDS	561	yceI_1			Protein YceI
EEFKBDCK_01873	CDS	567	yceI_2		COG2353	Protein YceI
EEFKBDCK_01874	CDS	750			COG3039	IS5 family transposase ISPa67
EEFKBDCK_01875	CDS	522				IS3 family transposase ISXcd1
EEFKBDCK_01876	CDS	270				IS3 family transposase ISSod2
EEFKBDCK_01877	rRNA	109				5S ribosomal RNA
EEFKBDCK_01878	rRNA	3291				23S ribosomal RNA
EEFKBDCK_01879	tRNA	76				tRNA-Ala(tgc)
EEFKBDCK_01880	tRNA	77				tRNA-Ile(gat)
EEFKBDCK_01881	rRNA	1530				16S ribosomal RNA
EEFKBDCK_01882	CDS	258	grxC		COG0695	Glutaredoxin 3
EEFKBDCK_01883	CDS	471	secB		COG1952	Protein-export protein SecB
EEFKBDCK_01884	CDS	447				hypothetical protein
EEFKBDCK_01885	CDS	1002	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
EEFKBDCK_01886	CDS	1365				hypothetical protein
EEFKBDCK_01887	CDS	1797				hypothetical protein
EEFKBDCK_01888	CDS	921	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
EEFKBDCK_01889	CDS	201				hypothetical protein
EEFKBDCK_01890	CDS	1008	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
EEFKBDCK_01891	CDS	408				hypothetical protein
EEFKBDCK_01892	CDS	1449	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
EEFKBDCK_01893	CDS	729				hypothetical protein
EEFKBDCK_01894	CDS	405				hypothetical protein
EEFKBDCK_01895	CDS	1617				hypothetical protein
EEFKBDCK_01896	CDS	2454				hypothetical protein
EEFKBDCK_01897	CDS	3918				hypothetical protein
EEFKBDCK_01898	CDS	492				hypothetical protein
EEFKBDCK_01899	CDS	2004	btuB_3			Vitamin B12 transporter BtuB
EEFKBDCK_01900	CDS	1275				hypothetical protein
EEFKBDCK_01901	CDS	426				hypothetical protein
EEFKBDCK_01902	CDS	1782	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
EEFKBDCK_01903	CDS	1182	phaA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EEFKBDCK_01904	CDS	1722	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
EEFKBDCK_01905	CDS	1083				hypothetical protein
EEFKBDCK_01906	CDS	1086	apbC		COG0489	Iron-sulfur cluster carrier protein
EEFKBDCK_01907	CDS	2028				hypothetical protein
EEFKBDCK_01908	CDS	219				hypothetical protein
EEFKBDCK_01909	CDS	675				hypothetical protein
EEFKBDCK_01910	CDS	2319	yhgF		COG2183	Protein YhgF
EEFKBDCK_01911	CDS	396				hypothetical protein
EEFKBDCK_01912	CDS	1314	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
EEFKBDCK_01913	CDS	807	hag		COG1344	Flagellin
EEFKBDCK_01914	CDS	906	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01915	CDS	3789	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01916	CDS	1629	rebO	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
EEFKBDCK_01917	CDS	1035				hypothetical protein
EEFKBDCK_01918	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
EEFKBDCK_01919	CDS	1374				hypothetical protein
EEFKBDCK_01920	CDS	315				hypothetical protein
EEFKBDCK_01921	CDS	1458	norG_2		COG1167	HTH-type transcriptional regulator NorG
EEFKBDCK_01922	CDS	1284				hypothetical protein
EEFKBDCK_01923	CDS	1296				hypothetical protein
EEFKBDCK_01924	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EEFKBDCK_01925	CDS	894	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
EEFKBDCK_01926	CDS	231	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
EEFKBDCK_01927	CDS	849				hypothetical protein
EEFKBDCK_01928	CDS	267				hypothetical protein
EEFKBDCK_01929	CDS	393				hypothetical protein
EEFKBDCK_01930	CDS	300	yqjD		COG4575	putative protein YqjD
EEFKBDCK_01931	CDS	327	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
EEFKBDCK_01932	CDS	468	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
EEFKBDCK_01933	CDS	1350	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
EEFKBDCK_01934	CDS	999				hypothetical protein
EEFKBDCK_01935	CDS	1605	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
EEFKBDCK_01936	CDS	1518				hypothetical protein
EEFKBDCK_01937	tRNA	90				tRNA-Ser(tga)
EEFKBDCK_01938	CDS	1104				hypothetical protein
EEFKBDCK_01939	CDS	1095				hypothetical protein
EEFKBDCK_01940	CDS	1017	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
EEFKBDCK_01941	CDS	624	eda		COG0800	KHG/KDPG aldolase
EEFKBDCK_01942	CDS	1827	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
EEFKBDCK_01943	CDS	1455	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
EEFKBDCK_01944	CDS	696	nagB_2	3.5.99.6		Glucosamine-6-phosphate deaminase
EEFKBDCK_01945	CDS	852	hexR		COG1737	HTH-type transcriptional regulator HexR
EEFKBDCK_01946	CDS	1647	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
EEFKBDCK_01947	CDS	2661	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
EEFKBDCK_01948	CDS	1605	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EEFKBDCK_01949	CDS	1794	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EEFKBDCK_01950	CDS	3198	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01951	CDS	1134	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
EEFKBDCK_01952	CDS	3777	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01953	CDS	525	gpx1_2	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
EEFKBDCK_01954	CDS	1545	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
EEFKBDCK_01955	CDS	564	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
EEFKBDCK_01956	CDS	774				hypothetical protein
EEFKBDCK_01957	CDS	3285				hypothetical protein
EEFKBDCK_01958	CDS	1896	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
EEFKBDCK_01959	CDS	1767	recF_2			DNA replication and repair protein RecF
EEFKBDCK_01960	CDS	1209	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
EEFKBDCK_01961	CDS	1524				hypothetical protein
EEFKBDCK_01962	CDS	111				hypothetical protein
EEFKBDCK_01963	CDS	582				hypothetical protein
EEFKBDCK_01964	CDS	300				hypothetical protein
EEFKBDCK_01965	CDS	2676	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
EEFKBDCK_01966	CDS	528	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
EEFKBDCK_01967	CDS	357	yciH		COG0023	putative protein YciH
EEFKBDCK_01968	tRNA	86				tRNA-Tyr(gta)
EEFKBDCK_01969	CDS	789				hypothetical protein
EEFKBDCK_01970	CDS	1281		1.14.13.239		Carnitine monooxygenase reductase subunit
EEFKBDCK_01971	CDS	576				hypothetical protein
EEFKBDCK_01972	CDS	474				hypothetical protein
EEFKBDCK_01973	CDS	837				hypothetical protein
EEFKBDCK_01974	CDS	633				hypothetical protein
EEFKBDCK_01975	CDS	177				hypothetical protein
EEFKBDCK_01976	CDS	240				hypothetical protein
EEFKBDCK_01977	CDS	846	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
EEFKBDCK_01978	CDS	240				hypothetical protein
EEFKBDCK_01979	CDS	984				IS110 family transposase IS1663
EEFKBDCK_01980	CDS	321				hypothetical protein
EEFKBDCK_01981	CDS	3966	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
EEFKBDCK_01982	CDS	582	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
EEFKBDCK_01983	CDS	666				hypothetical protein
EEFKBDCK_01984	CDS	477				hypothetical protein
EEFKBDCK_01985	CDS	3651	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
EEFKBDCK_01986	CDS	621	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
EEFKBDCK_01987	CDS	1761	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
EEFKBDCK_01988	CDS	762	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
EEFKBDCK_01989	CDS	786	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
EEFKBDCK_01990	CDS	984	ygfZ		COG0354	tRNA-modifying protein YgfZ
EEFKBDCK_01991	CDS	1260				hypothetical protein
EEFKBDCK_01992	tRNA	76				tRNA-Asn(gtt)
EEFKBDCK_01993	tRNA	76				tRNA-Asn(gtt)
EEFKBDCK_01994	tRNA	76				tRNA-Asn(gtt)
EEFKBDCK_01995	CDS	801	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
EEFKBDCK_01996	CDS	807	mtfA		COG3228	Protein MtfA
EEFKBDCK_01997	CDS	1110				hypothetical protein
EEFKBDCK_01998	CDS	507				hypothetical protein
EEFKBDCK_01999	CDS	909	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
EEFKBDCK_02000	CDS	1374	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EEFKBDCK_02001	CDS	261				hypothetical protein
EEFKBDCK_02002	CDS	273				IS3 family transposase ISXcd1
EEFKBDCK_02003	CDS	486				IS3 family transposase ISShfr8
EEFKBDCK_02004	CDS	699	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
EEFKBDCK_02005	rRNA	109				5S ribosomal RNA
EEFKBDCK_02006	rRNA	3290				23S ribosomal RNA
EEFKBDCK_02007	rRNA	1530				16S ribosomal RNA
EEFKBDCK_02008	CDS	1737	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
EEFKBDCK_02009	CDS	594				hypothetical protein
EEFKBDCK_02010	CDS	2508	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
EEFKBDCK_02011	CDS	267				IS3 family transposase ISAs22
EEFKBDCK_02012	CDS	594				hypothetical protein
EEFKBDCK_02013	CDS	240				hypothetical protein
EEFKBDCK_02014	CDS	345				hypothetical protein
EEFKBDCK_02015	CDS	1011	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
EEFKBDCK_02016	CDS	636				hypothetical protein
EEFKBDCK_02017	CDS	618	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
EEFKBDCK_02018	CDS	234				hypothetical protein
EEFKBDCK_02019	CDS	1182	hemW		COG0635	Heme chaperone HemW
EEFKBDCK_02020	CDS	420				hypothetical protein
EEFKBDCK_02021	CDS	645				hypothetical protein
EEFKBDCK_02022	CDS	525				hypothetical protein
EEFKBDCK_02023	CDS	1182				hypothetical protein
EEFKBDCK_02024	CDS	648				hypothetical protein
EEFKBDCK_02025	CDS	3492	pilY1_1			Type IV pilus biogenesis factor PilY1
EEFKBDCK_02026	CDS	423				hypothetical protein
EEFKBDCK_02027	CDS	642				hypothetical protein
EEFKBDCK_02028	CDS	525				hypothetical protein
EEFKBDCK_02029	CDS	1185				hypothetical protein
EEFKBDCK_02030	CDS	594				hypothetical protein
EEFKBDCK_02031	CDS	3237	pilY1_2			Type IV pilus biogenesis factor PilY1
EEFKBDCK_02032	CDS	2121				hypothetical protein
EEFKBDCK_02033	CDS	306				DNA base-flipping protein
EEFKBDCK_02034	CDS	1860	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
EEFKBDCK_02035	CDS	792	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
EEFKBDCK_02036	CDS	849	phnD1		COG3221	putative ABC transporter phosphite binding protein PhnD1
EEFKBDCK_02037	CDS	984				IS110 family transposase IS1663
EEFKBDCK_02038	CDS	789	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
EEFKBDCK_02039	CDS	1569	phnE		COG3639	Phosphate-import permease protein PhnE
EEFKBDCK_02040	CDS	498				hypothetical protein
EEFKBDCK_02041	CDS	1098	corA		COG0598	Cobalt/magnesium transport protein CorA
EEFKBDCK_02042	CDS	1470	ppx	3.6.1.11	COG0248	Exopolyphosphatase
EEFKBDCK_02043	CDS	702	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
